recipe_id,title,description,rating,servings,total_time,main_num_ratings,ingredients,directions,photo_url,primary_category_name
161,Chicken in Pizza Dough,,5.0,,230,2,"1 chicken breast (and any vegetables of your choosing) | 1 egg, beaten | 1 (1/4  ounce) envelope   active dry yeast | 1 teaspoon    sugar | 1 teaspoon    salt | 1 1⁄2 cups    water (105~ to 115 degrees) | 4 cups    all-purpose flour, unsifted","Prepare pizza dough (see recipe following).  While dough rises, prepare baked  chicken and vegetables. | After dough has risen and chicken has finished baking,  turn  dough onto a lightly floured board. | Cut off a small piece of  dough the  size of a tennis ball to use for a top decoration. | Form remaining dough into a  ball and roll out to a 12 x 17-inch  rectangle. Place chicken, breast side down, in the middle  of the dough. | Arrange vegetables around chicken. | Wrap sides  and  ends of dough over chicken. | Turn right side up and place  on a baking sheet.  Brush surface with beaten egg. | Roll out  reserved piece of dough. | Using a cookie cutter, cut out a  design and place on top of dough wrapped chicken. | Brush with  egg. | Bake in pre-  heated 425 degrees oven for 30 minutes, until  golden brown. | To serve, let everyone tear off the bread, then cut up  the chicken. | PIZZA DOUGH: Dissolve yeast, sugar and salt in warm water. | In  large bowl,  combine 2 cups of flour and yeast  mixture; beat with an electric mixer several  minutes. | Stir in enough  additional flour to make a stiff dough. | Turn out on a   floured board and knead 5 minutes until smooth and elastic. Place  dough in a  lightly oiled bowl; turn to coat surface of dough  with oil. | Cover with a damp  cloth and let rise in a warm  place until double in bulk (about 2 hours).",,Chicken Breast
163,Chicken Liver Pate,,0.0,8.0,215,0,"1⁄2 cup    butter | 4 ounces    cream cheese | 1⁄2 lb    chicken liver | 1 onion, small | 2 tablespoons    chicken broth | 2 tablespoons    brandy | 1⁄2 teaspoon    paprika | 1⁄2 teaspoon    salt | 1 dash    cayenne pepper","Bring liver, onions, chicken broth, brandy to boil. | Cook 5 min. | Put in  blender. | Add paprika, salt and cayenne pepper. | Blend on high. | Add butter and cream cheese. Pour in a mold or container. | Let stand covered in refrigerator until  firm about 3 hours. | Serve with crackers or party rye.                    - - - - - - - - - - - - - - - - - -",,Chicken Livers
164,Chicken Liver Pate II,Here is a recipe for using chicken livers Enjoy,5.0,4.0,75,1,"3 chicken livers | 1⁄2 cup    heavy cream | 3 tablespoons    butter | 1⁄2 onion, chopped | 1 clove    garlic | 1⁄2 teaspoon    allspice, ground | 1 bay leaf, crushed | 1⁄2 teaspoon    peppercorn, ground | 2 dried funghi porcini | 2 white mushrooms | 1 tablespoon    madeira wine | 2 tablespoons    cognac | 1 shallot, chopped","Marinate livers in the cognac overnight. Drain Soak dried mushroom in hot water  for 1 hour. | Drain it squeezing out all the liquid Melt 1 tbs butter in a pan Add the livers, onion, mushroom and garlic. Cook until almost all the red has  disappeared. | Add the cream, the funghi,  and the spices and cook to reduce by  half over high heat. Turn off heat, process everything and mix in the butter  while still hot.. | Pour into a mold and refrigerate If you like you may top it  with gelatin",,Chicken Livers
166,Chicken Liver Pate III,,0.0,5.0,858,0,"4 lbs    chicken livers, strictly fresh | 8 ounces    unsalted butter | 2 ounces    onions, finely diced | 1 teaspoon    fine salt | 1 teaspoon    white pepper, finely ground | 3 ounces    brandy | 8 ounces    heavy cream | 8 ounces    bacon, sliced, for lining mold  (optional)","Using a large skillet, sweat the livers in 4 oz of the butter. | After 3 minutes,  add the onion, salt, and pepper. | Cook until the livers are just off-pink. | Set  aside and hold warm. | Line a 2 l/2quart mold with a single layer of the bacon  slices. | Chill the mold. | Puree the liver and onion mixture in a food processor. | Gently warm the remaining butter. | Add to the livers with the brandy and cream. | Mix again to assure uniformity Pour into the well-chilled mold. | Place the mold  in a water bath that reaches to I in. | (2.5 cm) from the top of the mold. | Bake  45-60 minutes at 3250F (1630C) until the pate sets. | Shake the pan gently to  observe the texture. A metal cake tester should come out clean. | The time will  vary depending on the thickness of the mold. | Record the time for future  reference. Remove from the oven and water bath. | Cover and chill for a minimum of 12 hours. | Unmold, plate, and garnish for presentation.",,Chicken Livers
167,Appetizers-Easy Stuffed Mushrooms,"Hi,  Here is a great recipe for Stuffed Mushrooms that is easy to make and is usually goes over well.   You can make these a day ahead and bake before serving.  ",4.6,6.0,42,20,"8 ounces    fresh mushrooms (try to use large mushrooms) | 3 tablespoons    butter | 1⁄4 cup    celery, chopped | 1⁄4 cup    onion, chopped | 1⁄4 cup    dry breadcrumbs | 1 teaspoon    Worcestershire sauce | 1 teaspoon    parsley flakes | 1⁄4 teaspoon    salt | 1⁄8 teaspoon    oregano","Wash and dry the mushrooms. | Remove and chop the stems. | Melt butter in a 12 inch skillet over medium high heat.  Add the mushroom stems, celery and  onion. | Saute until the onion is translucent, stirring occasionally. | Stir in the bread crumbs, Worcestershire Sauce and seasonings. | Mound the stuffing onto the mushroom caps. | Arrange caps on a greased baking sheet.  Bake for 5-7  minutes, or until thoroughly heated. | If you like mushrooms, you will like this!",https://img.sndimg.com/food/image/upload/v1/img/recipes/16/7/pictKxvMg.jpg,< 60 Mins
168,Anzac Biscuits,"These biscuits (cookies in America) are called Anzacs because they were baked by Australian women and sent to their ANZAC soldier sons/husbands serving in Europe and Middle east during WW I. It was more like 2 months before they were received back then, so they certainly do travel well! :-)  ** Please note that 1 Australian Tablespoon =  20 mls whereas in most others countries it = 15 mls.  Anzac Biscuits",4.66667,,25,32,"1 cup    rolled oats (oatmeal in USA) | 1 cup    plain flour | 1⁄2 cup    sugar | 3⁄4 cup    desiccated coconut | 1 tablespoon    golden syrup (can substitute corn syrup, I believe) | 125 g    butter (4 oz) | 1⁄2 teaspoon    bicarbonate of soda (baking soda) | 1 tablespoon    water, boiling","Mix oats, flour, sugar and coconut together. | Melt syrup and butter together. | Mix the bicarb with boiling water and add to butter and syrup mixture.  Add this to dry ingredients. | Place tablespoonsful of the mixture on a greased oven slide (cookie sheet).  Bake at 150 - 160 C (300-325F) for 20 minutes. | Good luck.",https://img.sndimg.com/food/image/upload/v1/img/recipes/16/8/pic2xDQsB.jpg,Oven
169,Ancho Chile Rub,Ancho Chile Rub,0.0,2.0,10,0,1 1⁄2 dried ancho chiles | 1⁄2 tablespoon    mild chili powder | 1 tablespoon    hot chili powder | 1 tablespoon    chimayo chili powder | 1 teaspoon    cayenne pepper | 1 tablespoon    black pepper | 1 tablespoon    salt | 1 1⁄2 teaspoons    chipotle paste,"Combine ancho chiles, mild chili powder, hot chili powder, chimayo chili powder, cayenne pepper, black pepper, salt, and chipotle paste in a large bowl. | Makes about 2 cups.",,Free Of...
175,Cola Roast,,4.14,4.0,195,7,1 teaspoon    salt | 1⁄2 teaspoon    pepper | 1⁄2 teaspoon    garlic powder | 3 tablespoons    vegetable oil | 1 (12   ounce) can   cola | 12 ounces    chili sauce | 2 tablespoons    Worcestershire sauce | 2 tablespoons    hot pepper sauce | 1 roast,"Preheat oven to 325F. | In a small bowl, combine the salt, pepper, and garlic powder; rub over surface of roast.  In a Dutch oven, heat the oil to hot and brown roast on all sides. | Transfer roast to roasting pan. | Combine all the remaining ingredients; pour over roast.  Cover and roast for 2 1/2-3 hours until tender.",,Free Of...
177,Chicken Sate with Peanut Sauce,"We prefer the chicken breasts whole, with the sauce accompanying, but you can cut it into chunks and skewer it if you prefer.  The sauce is SO good that I eat the leftovers with a spoon!  (Also very good on toasted English muffins...)",4.6,6.0,20,11,"6 boneless skinless chicken breast halves | 1⁄4 cup    soy sauce | 2 tablespoons    lime juice | 1⁄2 cup    butter, melted | 1 teaspoon    coriander | 1 small    onion, sliced | 1 tablespoon    olive oil | 1⁄4 teaspoon    cayenne | 1 tablespoon    soy sauce | 1 teaspoon    sugar | 2 cloves    garlic, crushed | 1 cup    dry roasted salted peanut | 1⁄4 teaspoon    ginger, ground | 1⁄2 teaspoon    salt | 2 tablespoons    lime juice","Combine butter, 1/4 cup soy sauce, coriander, and 2 Tbsp lime juice. Marinate chicken in this while you make peanut sauce:  Saute onion and garlic in oil  until tender. | Cool. | Place in blender, add everything else, and blend carefully. | Slowly and carefully add enough boiling water to form a thick paste.  Now, broil chicken until done, basting with marinade.  Serve with peanut sauce.",,Chicken Breast
178,Coconut Crunch Beans,Garden-fresh beans receive an exotic twist with a lightly spiced crunchy coconut and sesame seed topping.,4.0,4.0,2893,1,"1 tablespoon    sesame seeds | 4 teaspoons    butter | 1⁄2 cup    unsweetened coconut, flaked | 1⁄4 teaspoon    chili powder | 1⁄4 teaspoon    turmeric | 1⁄4 teaspoon    salt | 1 lb    green beans, trimmed","In nonstick skillet, cook sesame seeds, stirring, over medium heat for 2 minutes or until slightly golden. | Stir in half of the butter until melted. | Stir in coconut, chili powder, turmeric and salt; cook, stirring, for 1 minute or until coconut turns deep golden. | (Coconut mixture can be stored in airtight container at room temperature for up to 24 hours.) In large pot of boiling salted water, cook beans for 3 minutes; drain well. | (Beans can be prepared to this point, chilled under cold water, drained and refrigerated in towel-lined airtight container for up to 24 hours.) In nonstick skillet, melt remaining butter over medium heat; cook beans for about 3 minutes or until tender-crisp. | Toss with coconut topping.",,Coconut
180,Chocolate Pound Cake,I am resending this recipe.  This is the corrected version!  I really made a  goof up on the original.  Sorry about the mistake I've made.,4.4,1.0,196,5,"3 tablespoons    unsweetened dutch cocoa | 1 1⁄2 teaspoons    unsweetened dutch cocoa | 3 tablespoons    boiling water | 1 1⁄2 teaspoons    vanilla | 3 large    eggs | 1 1⁄4 cups    cake flour, sifted | 3⁄4 cup    sugar | 2 tablespoons    sugar | 3⁄4 teaspoon    baking powder | 1⁄4 teaspoon    salt | 13 tablespoons    unsalted butter, softened","Preheat oven to 350°F. | Use a 8 x 4 x 2 1/2"" loaf pan, (4 cups) or any 6 cup loaf  pan or fluted tube pan, greased and floured. | In a medium mixing bowl whisk  together the cocoa and water until smooth. | Allow to cool to room temperature  and lightly whisk in the vanilla and eggs. | In a large mixing bowl combine the  remaining dry ingredients and mix on low speed for 30 seconds to blend. | Add 1/2  the chocolate mixture and the butter. | Mix on low speed until the dry  ingredients are moistened. | Increase to medium speed and beat for 1 minute to  develop the cake's structure.  Scrape down the sides. | Gradually add the  remaining chocolate mixture in 2 batches, beating 20 seconds after each addition to incorporate the ingredients and strengthen the structure.  Scrape down the  sides. | Scrape the batter into the prepared pan and smooth the surface with a  spatula. | The batter will be almost 1/2 inch from the top of a 4-cup pan. | (if your  pan is slightly smaller, use any excess batter for cupcakes.)  Bake for 50 to 60 minutes, (40 to 50 minutes in a fluted tube pan) or until a wooden toothpick  inserted in the center comes out clean. | Place loosely with buttered foil over  the cake after 20 minutes to prevent over browning. | The cake should start to  shrink away from the sides of the pan only after removal from the oven. | Let the cake cool in the pan on a rack for 10 minutes. | Loosen the sides with a metal  spatula and invert onto a greased wire rack. | If baked in a loaf pan, to keep  the bottom from splitting, reinvert so that the top is up and cool completely  before wrapping airtight. | TOPPING:  This is for extra moistness and gives a subtle coffee accent. | In a  small pan, stir together 1/4 cup water and 2 Tbsp sugar. | Bring to a full rolling boil. | Cover and remove from heat.  When cool, add 1 tbsp Kahlua. | When cake is baked, brush half the syrup onto the top. | Cool the cake 10 minutes and invert it onto a lightly greased rack. | Brush the bottom and sides with remaining syrup. | Reinvert onto rack, top side up, to finish cooling.",https://img.sndimg.com/food/image/upload/v1/img/recipes/18/0/picecIIb4.jpg,Dessert
183,"Chicken, Mozzarella & Pepper Tarts",,5.0,24.0,55,1,"1 lb    chicken, ground | 1⁄4 cup    onion, finely chopped | 1⁄3 cup    sweet red pepper, minced | 2 tablespoons    sun-dried tomatoes, soaked and finely chopped | 2 teaspoons    dried basil | 2 cups    mozzarella cheese, finely grated | 24 prepared tart shells","Preheat oven to 350 F. | In a non-stick skillet, stir cook the chicken just until it turns white. Add the onion, pepper, tomatoes and basil. | Continue to stir cook until the onions are tender. | Remove from the heat and let cool. | Stir the Mozzarella into the cooled chicken mixture then fill the tart shells. | Bake in the oven for 20-25 minutes or until the pastry is golden brown and the filling is bubbly.",,Poultry
186,Coca-Cola Cake,-,4.78,8.0,95,9,"2 cups    flour | 2 cups    sugar | 1 teaspoon    salt | 2 tablespoons    cocoa | 1 teaspoon    baking soda | 1 cup    margarine | 1 cup    Coca-Cola | 1⁄2 cup    buttermilk | 1 1⁄2 cups    miniature marshmallows | 2 eggs, beaten | 1⁄2 cup    margarine | 6 tablespoons    Coca-Cola | 1 cup   chopped nuts | 1 tablespoon    cocoa | 1 box    confectioners' sugar | 1 teaspoon    vanilla","Combine flour, sugar, salt, cocoa and baking soda. | In small saucepan, bring butter and Coca-cola to a boil. | Add dry ingredients to mixture and then add buttermilk, eggs, and marshmallows. | (batter will be thin). Bake in 9x12 inch baking pan at 350 degrees for about 45 to 60 minutes or until tooth pick comes out clean. | Topping for coca-cola cake: Combine butter cocoa and coke in a small saucepan and bring to a boil. | Pour over sugar and mix well. | Add nuts an vanilla. | Pour over cake while still hot.",https://img.sndimg.com/food/image/upload/v1/img/recipes/18/6/01478391864.jpeg,Dessert
193,Chinese Chicken,Yummy!,4.33,6.0,115,3,"3 lbs    chicken | 4 tablespoons    tomato sauce | 2 tablespoons    soy sauce | 1 tablespoon    dry sherry | 1 tablespoon    white vinegar | 1⁄3 teaspoon    chili powder | 1 clove    garlic, crushed | 1 piece    green ginger, grated  (1-inch)","Wash and dry chicken. | Combine the rest of the ingredients together and mix well. | Add the chicken, coat well with the marinade.  Allow to stand several hours or overnight in refrigerator. | Place chicken in a baking dish and pour over marinade.  Cover dish with foil. | Bake in a moderate oven 1 1/2 hours, remove foil, bake a further 30 minutes, brushing frequently with marinade.",,Whole Chicken
197,Civil War Cake,"Someone was looking for a cake that didn't have any milk in it.  Well I found this one of my mothers. It is got to be over 67 years old. It is really good it tastes like a spice cake.    Civil War Cake   (or-Eggless, Butterless, Milkless Cake)",5.0,8.0,83,2,1 lb    raisins | 2 cups    water | 2 cups    sugar (1 white & 1 brown) | 1 cup    shortening | 4 1⁄2 cups    cake flour | 1 teaspoon    salt | 2 teaspoons    cinnamon | 2 teaspoons    baking soda | 1⁄8 teaspoon    nutmeg | 1 teaspoon    clove | 1 cup    nuts (optional),"Combine raisins, sugar, 1 cup of water, shortening, salt & spices in a saucepan. | Bring to a boil, simmer 3 minutes, stirring occasionally, then cool till  lukewarm, then add the other cp of water. | Dissolve soda in 2 teas. | of water, set aside.  Stir sifted & measured flour into raisin mixture & beat until smooth. | Add dissolved soda last. Pur into greased floured 13x9 [am & bale 50-55 min. | at  350 degrees. | It may also be cooked in a tube pan. | Serve with whipped cream or caramel frosting. | Combine 3/4 cup of brown sugar 1/2 cup of water 1/2 tsp salt in a saucepan. | Cook 6 min. | stirring often. | Cool to lukewarm and stir in 3 Tbsp. | of butter. | Then gradually stir in 21/4 cups of sifted confectionery sugar, beating until smooth. | Stir in 1 teas. | vanilla and spread on cake. You will be surprised how good it taste with such little ingredients.",,Dessert
201,Citrus Baked Halibut,Citrus Baked Halibut,4.5,2.0,75,4,"2 lbs    halibut steaks, 3/4 | 2 tablespoons    butter | 1 medium    onion, finely chopped | 4 garlic cloves, minced | 1⁄4 cup    fresh parsley, chopped | 1 teaspoon    orange rind, grated | 1⁄2 teaspoon    salt | 1⁄4 teaspoon    black pepper | 1⁄2 cup    frozen concentrated orange juice | 2 tablespoons    fresh lemon juice","Rinse halibut in cold water and dry using paper toweling. | Arrange  halibut in a 9"" x 13"" oven-proof baking dish. | Preheat oven to 400 degrees Fahrenheit. | In a frying pan, add butter, onion and garlic. Saute until translucent. | Remove from heat; stir in parsley, orange rind, salt and pepper. | Spread mixture over  halibut steaks. | In a small bowl, mix together orange juice and lemon juice. | Sprinkle juice over steaks, but be careful not to wash away the onion/garlic  mixture. | Bake fish in preheated 400 degree Fahrenheit oven for 20 to 22 minutes, turning over  at about 10 minutes of cooking time. | Continue cooking until time expires or until fish flakes easily with a fork. | DO NOT OVERCOOK FISH. | Spoon hot juices  over fish. | Serve at once. | Prepare and arrange fish and onion/garlic as above. | Reduce orange juice by 2 tablespoons. | Cover fish with a clear plastic wrap vented. | Cook on HIGH (full power) for 4 minutes. | Turn fish over and cook for an additional 3 to 4 minutes on HIGH (full power) or until fish flakes easily with  a fork. | Spoon juices over fish and serve at once. | If desired, serve with Tartar Sauce.",,Halibut
204,Chinese Meatballs,"Don't let the long instructions fool you.    This isn't hard, and it's very, very good! ",5.0,6.0,108,7,"1 lb    lean pork, ground | 1⁄4 lb    shrimp, minced | 1⁄4 cup    water chestnut, minced | 1 teaspoon    fresh gingerroot, minced | 1 whole    green onion, minced | 3 tablespoons    soy sauce, TOTAL | 1 tablespoon    white wine | 1⁄2 teaspoon    salt | 1 teaspoon    sugar, TOTAL | 3 tablespoons    cornstarch, TOTAL | 1 egg, lightly beaten | 2 tablespoons    oil | 1 1⁄2 cups    chicken broth | 1 napa cabbage | 1 teaspoon    sesame oil","Combine pork, shrimp, water chestnuts, ginger, green onion, 1 Tbsp soy sauce, wine, salt, 1/2 tsp sugar, 1 Tbsp cornstarch, and egg. | Make twelve meatballs. | Heat oil in wok. | Add meatballs; cook 6-8 minutes, until browned, stirring occasionally. | Transfer meatballs to 5-qt saucepan; discard drippings. | Add chicken broth, 2 Tbsp soy sauce and 1/2 tsp sugar. | Bring to a boil. | Reduce heat to low, cover, and simmer 30 minutes. | Meanwhile, core cabbage.  Cut base of leaves into 2"" squares. | Cut leafy tops in half. | Place over meatballs; cover and simmer 10 minutes more.  Transfer meatballs and cabbage to serving platter. | Blend 2 Tbsp cornstarch and 3 Tbsp water, and stir into pan juices cooking until slightly thickened. | Add sesame oil and serve over meatballs.",,Pork
206,Chocolate Almond Scones,This is an adopted recipe. I will post an introduction after I make it.,5.0,12.0,50,1,"3 1⁄2 cups    all-purpose flour | 5 teaspoons    baking powder | 2 tablespoons    sugar | 1 teaspoon    salt | 4 ounces    butter, cold | 3 eggs, divided | 2 teaspoons    almond extract | 3⁄4 cup    cream | 1 cup    chocolate chips | 1⁄2 cup    almonds, sliced, toasted","Preheat oven to 425 degrees Fahrenheit. | Combine flour, baking  powder, sugar and salt. | Cut in  butter until it resembles course meal. | Add 2  eggs (1 egg is reserved for later use), almond extract and cream. | Stir until  soft dough forms; mix in chocolate  chips and toasted almonds. | Pat out dough until 3/4  inch thick. | Cut into diamond shape; brush  with reserved egg. | Place on baking  pan coated with cooking spray. | Bake for 10  minutes until lightly browned. | Serve warm.",,Scones
208,Chunky Tomato Cheese Pie,Chunky Tomato Cheese Pie,5.0,6.0,75,2,"5 tomatoes, divided | 9 inches    pastry shells | 2 cups    cheddar cheese cubes | 1⁄2 cup    Italian style breadcrumbs | 2 tablespoons    all-purpose flour | 1 tablespoon    sugar | 2 teaspoons    salt | 1⁄2 cup    cheddar cheese, in thin strips","Preheat oven to 375 degrees Fahrenheit. | Cut 4 of tomatoes into cubes; slice remaining tomato. | On a lightly floured surface roll out pastry; fit into a 9-inch pie pan; flute edges. | In a large bowl combine tomato cubes, cheese cubes, bread crumbs, flour, sugar and salt. Toss until well blended. | Spoon into pie shell. | Bake 30 minutes until cheese cubes melt and tomato cubes are soft. | Remove from oven and garnish with tomato slices. | Add cheese strips. | Return to oven. | Bake 10 minutes longer or until cheese is melted and tomatoes are soft.  Cut into wedges and serve.",,Cheese
209,Chocolate Bread and Butter Pudding,"I copied this out of a  magazine yesterday while at the hairdresser, being made more beautiful (Grin)",3.0,4.0,75,1,"6 slices    bread, toasted | 50 g    butter | 1⁄3 cup    chocolate chips | 2 eggs | 2 cups    milk | 1⁄4 cup    sugar | 1⁄4 cup    sherry wine | 1 teaspoon    vanilla","Cut crusts from bread. | Butter and bread, cut into triangles and layer with chocolate in a ovenproof dish. | Beat eggs, milk, sugar, sherry and vanilla together and pour over the bread. | Leave to stand for 15 minutes to fully absorb liquid. | Heat oven to 160 C. | Bake for 30 minutes until golden and set.  Dust with icing sugar to serve. Hope it tastes good.",,Dessert
210,Christmas Snow Punch,Here is a punch recipe that we used at my in-laws 50th Anniversary open house.  CHRISTMAS SNOW PUNCH,4.78,32.0,15,9,"1 (46   ounce) can   Hi-C Hula Punch, thoroughly chilled | 2 pints    vanilla ice cream, softened | 2 cups    Sprite, chilled","In punch bowl, combine Hi-C Hula Punch, Sprite and ice cream. | Stir until well  blended and chill. | From: Spartan Holiday Cookbook Robin",,Punch
211,Christmas Cranberry Salad,yum,4.85,8.0,485,28,"2 cups    cranberries, chopped | 3 cups    miniature marshmallows | 3⁄4 cup    sugar | 2 cups    apples, chopped and unpeeled | 1⁄2 cup    seedless grapes | 1⁄2 cup    walnuts, chopped  (I used pecans) | 1⁄4 teaspoon    salt | 1 cup    whipping cream, whipped","Cover marshmallows and cranberries with sugar; chill overnight. | Add apples, grapes, walnuts, salt and whipping cream. | Chill until ready to serve.",https://img.sndimg.com/food/image/upload/v1/img/recipes/21/1/ZDQGnHD7T6y1qbcy5HxK_DSC_0665.JPG,Low Protein
212,Chocolate Caramels,Chocolate Caramels,5.0,20.0,30,1,"3 unsweetened chocolate squares, chopped | 2 cups    sugar | 1 cup    brown sugar | 1⁄8 teaspoon    salt | 1 cup    corn syrup | 1 cup    heavy cream | 1 tablespoon    vanilla | 1⁄2 cup    butter | 2 cups    nuts, chopped","In a sauce pan over medim heat, add chopped chocolate, sugar, salt, syrup and cream. | Cover and boil 5 minutes. | Uncover. | Boil slowly, stirring constantly,  to firm ball stage (248 degrees Fahrenheit). | Remove from heat. | Add flavoring and stir until  well blended. | Pour quickly over nuts which have been placed in well-buttered  pan. | Allow to cool; cut into squares.",,Broil
213,Chocolatey Raisin Chip Cookies,,4.0,60.0,57,1,"1 cup    brown sugar, packed | 1⁄2 cup    sugar | 1⁄2 cup    canola oil | 2 teaspoons    vanilla | 3 egg whites | 1⁄4 cup    water | 2 1⁄4 cups    flour | 1⁄4 cup    nonfat dry milk powder | 1 teaspoon    baking soda | 3 tablespoons    unsweetened cocoa powder | 4 ounces    semi-sweet chocolate chips | 1 1⁄2 cups    raisins | 1⁄2 cup    walnuts","Preheat oven to 375F. | Combine sugars and oil; mix thoroughly. | Add vanilla and egg whites; beat well. | Stir in water. | In separate bowl, combine flour, milk, baking soda, and cocoa powder; add to wet ingredients. | Stir in chocolate chips, raisins, and nuts. | Drop by heaping teaspoon onto lightly oiled cookie sheets. | Bake 10 to 12 minutes. | Remove from sheets immediately; cool on racks. | Makes about 60 cookies.",,Drop Cookies
217,Chocolate Chip Cheesecake Dip,"Dippers: Graham Crackers, Honeydew Melon, Strawberries, Peaches, Dried Fruit, Pound Cake Cubes.",4.5,,55,2,"1⁄2 cup    raisins | 1 tablespoon    brandy | 2 cups    cream cheese, softened | 1⁄2 cup    whipping cream | 1⁄2 teaspoon    vanilla extract | 1⁄4 cup    dark brown sugar | 1 teaspoon    cinnamon | 1⁄2 cup    miniature chocolate chip","Mix the raisins and brandy until raisins are coated and soak for 15 minutes. | In another bowl, beat the cream cheese and whipping cream until well  blended and smooth. | Add the vanilla, mixing well. | Blend in the brown sugar and cinnamon. | Mix in the drunken raisins and chocolate chips, blending well. | Garnish with a light dusting of cinnamon. | Serve at room temperature. | About 3 -3/4 cups dip.",,Dessert
218,Chocolate Chip Cookie Pizza,"Originally from ""Family Circle"" magazine.",0.0,12.0,40,0,"1 (18   ounce) package   refrigerated chocolate chip cookie dough | 1⁄2 cup    raspberry preserves | 1⁄4 cup    M&M', plain chocolate candy | 2 tablespoons    peanuts, chopped | 2 tablespoons    coconut, shredded","Preheat oven to 350 degrees Fahrenheit. | Coat a nonstick 12"" pizza pan with non-stick cooking  spray. | Spread cookie dough out evenly in prepared pan, pressing with fingers to  flatten. | Bake for 17 minutes or until cookie dough is lightly browned. | Let cookie pizza cool completely in pizza pan on a wire rack. | Spread raspberry preserves evenly over cookie pizza to within 1"" of edge. | Sprinkle chocolate candy, peanuts and coconut evenly over the preserves. | Cut into 12 pizza-shaped  slices.",,Dessert
220,Chocolate Zucchini Bread,,4.8,2.0,85,173,"3 eggs | 1 cup    vegetable oil | 2 cups    sugar | 1 tablespoon    vanilla extract | 2 cups    zucchini, peeled, shredded  (about 1 medium) | 2 1⁄2 cups    all-purpose flour | 1⁄2 cup    baking cocoa | 1 teaspoon    salt | 1 teaspoon    baking soda | 1 teaspoon    cinnamon, ground | 1⁄4 teaspoon    baking powder","In a mixing bowl, beat eggs, oil, sugar and vanilla. | Stir in zucchini. | Combine dry ingredients; add to zucchini mixture and mix well. | Pour into two greased 8x4x3-inch loaf pans. | Bake at 350°F for 1 hour or until bread tests done.  Makes 2 loaves.",https://img.sndimg.com/food/image/upload/v1/img/recipes/22/0/V4O52EGNQlCwno2EDOa4_zucchinnibread3%20(1%20of%201).jpg,Quick Breads
221,Chocolate Chip Muffins,When I find my bananas getting too ripe I freeze them for later use.  Just thaw them in the microwave when you want to use.  Here is a recipe for chocolate chip muffins that uses one banana. They even taste healthy :-),4.56,12.0,95,9,"1 3⁄4 cups    all-purpose flour | 1⁄2 cup    whole wheat flour | 2 1⁄2 teaspoons    baking powder | 1 banana, mashed and ripe  (approximately 1/2 cup) | 1⁄2 cup    brown sugar, packed | 2 eggs | 1 cup    milk | 1⁄3 cup    butter, melted | 1 cup    chocolate chips","Preheat oven to 400 degrees Fahrenheit. | Butter 12 large muffin pans well or line with  paper muffin cups. | Sift together all-purpose flour, whole wheat flour, and baking powder. Reserve. | Combine mashed banana with brown sugar until smooth. | Beat in eggs, milk and melted butter. | Stir in dry ingredients only until blended. | Quickly stir in chocolate chips. Do not overbeat. | Spoon mixture into prepared muffin cups. An ice cream scoop  works  well for this. | Bake 25 minutes or until browned slightly. | Cool on  racks. | Preparation time 15 minutes, Cooking Time 25 minutes, Yield 12 large muffins. | RJ's Note: Tested recipe August 31, 1999. | I substituted 1/3 cup canola oil instead of butter. | The banana and chocolate chips give the muffin a nice flavour and it is not overly sweet.  Tastes almost healthy :-).",https://img.sndimg.com/food/image/upload/v1/img/recipes/22/1/picmE4uiZ.jpg,Quick Breads
